cell,fusion,alpha,top_k_stage1,rerank,rerank_model,truncation,mode,final_k,query_idx,question,origin_chunk_id,gold_in_stage1_pool,stage1_size,rerank_top_score,rerank_bottom_score,rerank_latency_ms,hit_rank,recall_at_5,mrr10,ndcg_at_10
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,186,What is the content of SC2244.md?,01KSHSND72Q2J0M283QJZ2N8PD,1,50,6.9375,3.5,145.5,1,1,1.000000,1.000000
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,187,What are the return statuses for the readonly command and what do they indicate?,01KSHSND4G3H8GB51VBERV4DVR,1,50,7.75,6.875,561.6,0,0,0.000000,0.000000
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,188,How to configure Bash prompt colors using tput without hardcoding ANSI escape sequences?,01KSHSNCYSZ3RQ555QEF1PNF4Q,1,50,8.5,5.8125,905.0,2,1,0.500000,0.630930
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,189,When and why not to use a custom IFS in shell scripting,01KSHSND17WD31P47E6H538W6Y,1,50,9.0,4.8125,685.9,1,1,1.000000,1.000000
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,190,how to log stdout and stderr together in bash keeping lines in sync,01KSHSND0DAWMDPBKYXYY69M35,1,50,7.3125,4.75,719.6,2,1,0.500000,0.630930
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,191,Bash special parameters $* $@ explanation and examples,01KSHSND1D3XH3ABP76DC7Z1M1,1,50,9.3125,6.6875,767.8,1,1,1.000000,1.000000
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,192,Bash parameter expansion difference between ${v#p} and ${v##p},01KSHSNCVS9VGHHAEGBPQGTRBG,1,50,7.0,5.1875,690.7,1,1,1.000000,1.000000
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,193,types of quoting in bash,01KSHSND15JEGHJH9SF6Y667T5,1,50,7.9375,5.75,656.2,2,1,0.500000,0.630930
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,194,Quote removal in Bash expansion process: unquoted characters and their removal,01KSHSNCE3BAVA8K0DMFEE7CT5,1,50,8.1875,5.5625,638.1,1,1,1.000000,1.000000
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,195,how to use the exec builtin command in shell scripting,01KSHSND4RF155R3KES3GZNYEE,1,50,7.9375,3.375,683.7,2,1,0.500000,0.630930
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,196,How can I make an alias that takes an argument?,01KSHSND013361FTXN7GHXNKWQ,1,50,8.3125,5.5625,743.6,2,1,0.500000,0.630930
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,197,SC2193.md,01KSHSND7E11QCWD5Q229HH0DV,1,50,8.125,5.0,147.7,1,1,1.000000,1.000000
Q1_qwen3_1500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,rpc,5,198,POSIX sh local undefined exceptions,01KSHSND61906AE5J83PM2AX9D,0,50,8.4375,6.5,639.8,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,0,Are there any exceptions to the rule that `+=` is undefined in POSIX sh?,01KSHSND66G6AE7M0BECZKREST,0,50,8.0625,7.0625,943.1,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,1,SC2104.md,01KSHSND80A396HJ701A2TB9FW,1,50,8.125,3.9375,146.4,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,2,How do I determine whether a variable is already defined? Or a function?,01KSHSND029K1S14CP1FHQTEH9,1,50,7.875,6.0,782.4,2,1,0.500000,0.630930
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,3,how to fetch ssh hostkeys and add to known_hosts without interaction,01KSHSND2RCY7CHWM7FA7WZB97,1,50,8.6875,-6.0625,875.6,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,4,Why is ${$x} invalid in shell scripts and how to correctly use variable expansion and indirection?,01KSHSND6N5MGRV3JHMRAV4WG0,0,50,10.3125,5.3125,1075.3,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,5,SC2286.md,01KSHSND6R2KF0GY78D52GR4BV,1,50,7.8125,4.0625,145.3,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,6,How to perform arithmetic evaluation in Bash using let and (( )) commands,01KSHSNCW876EV9G679ZTBEAB9,1,50,9.5,7.3125,946.6,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,7,Are there exceptions to the rule that numbers with leading 0 are considered octal in Bash?,01KSHSND860E18852HZDRHQ16Y,1,50,8.0625,6.375,1125.1,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,8,What is the historical relationship between bc and dc in Unix?,01KSHSND44D8XQPG0N023DTMG6,1,50,8.3125,-1.25,1245.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,9,readline incremental search command history,01KSHSNCP4QVJ5E3899KKDN3KW,1,50,8.8125,6.8125,1154.2,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,10,"How to use ${@:START:COUNT} for expanding a range of positional parameters in Bash, including negative start values and differences between Bash 4 and older versions?",01KSHSND33D2JNEANE8TKRJBPJ,1,50,8.6875,6.5625,1234.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,11,how to configure bash to archive command history by month using HISTFILE and date formatting,01KSHSND0579P0E32617QJ5WJ4,1,50,5.625,3.0,1709.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,12,How does the [n]<>word redirection operator open files for both reading and writing in shell scripting?,01KSHSNCQG3AHQD1ZG8MSXQ7D5,1,50,9.25,8.5625,945.0,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,13,How to disable the warning when a function runs without set -e in an if condition in Bash?,01KSHSND6JVG7A73RM55KQQ7ES,1,50,8.125,6.6875,1061.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,14,bash history variables HISTSIZE HISTFILE HISTFILESIZE,01KSHSNCN4E4GQ4JCCB8MF8W9C,1,50,7.625,6.8125,1773.1,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,15,"How to use foo ""$@"" in a shell script to make function's $1 refer to script's $1?",01KSHSND7XV2EPM69M5B27W9HA,1,50,9.6875,4.625,873.8,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,16,sh history expansion modifiers explanation,01KSHSNCR0046EPDH0CEY7J6V2,1,50,7.125,5.25,1087.6,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,17,how to use numbers with leading zeros in a bash loop using seq,01KSHSNCYA4WRGCVZ85JEQ8KJV,1,50,8.1875,5.75,941.3,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,18,Bash loop commands syntax explanation,01KSHSND1B99JABS5DV0BKMXX0,1,50,6.25,3.125,813.5,2,1,0.500000,0.630930
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,19,readline function manpage name section,01KSHSNCP059MHZR946HT1HQ6V,1,50,7.5625,5.25,802.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,20,how to pass arguments with spaces in bash using arrays,01KSHSND84S923WGQRHDQSF0QC,0,50,5.625,4.875,821.8,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,21,How does Bash handle regular expressions with the =~ operator and BASH_REMATCH variable?,01KSHSNCVS9VGHHAEGBPQGTRBM,1,50,8.3125,6.375,943.0,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,22,step 99.4 translate the strings,01KSHSND09JAAR298H1QFGWGPG,1,50,7.375,1.9375,722.5,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,23,What is the content of SC2075.md?,01KSHSND875BS6BTH9H81C61QH,1,50,7.1875,4.0,145.7,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,24,"In bats, why doesn't ! cause a test failure and how to fold it into a conditional?",01KSHSND6G8T6Q349J7HX8KE1M,1,50,10.9375,7.8125,829.7,5,1,0.200000,0.386853
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,25,declare command portability bash zsh posix,01KSHSND4VD23GPDDXCA8SBTXN,1,50,8.3125,5.8125,759.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,26,Bash local variable outside function error,01KSHSND7KZDPQTK94MAKVKXA0,1,50,7.25,3.9375,740.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,27,ShellCheck SC2171 error trailing ] tr -d ] fix,01KSHSND7J1YWCYE2DDT16YT1E,1,50,7.9375,3.3125,1029.1,2,1,0.500000,0.630930
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,28,What is the content of SC2073.md?,01KSHSND875BS6BTH9H81C61QS,1,50,7.0625,3.75,147.6,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,29,What is the content of SC2148.md?,01KSHSND7QYB0HKGB58BQA7NHR,1,50,7.375,3.75,145.6,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,30,how to save a command as a function in bash to run later,01KSHSNCYZDAWVS4QJMWKX48TR,1,50,7.0,4.125,814.3,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,31,How do I disable the warning for a variable not being assigned when I intentionally didn't use it?,01KSHSND7PQVGDV80EC19Y7B63,1,50,7.4375,5.5625,290.6,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,32,Why is break or continue invalid outside a loop in scripting?,01KSHSND80A396HJ701A2TB9FV,1,50,8.375,4.5625,1041.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,33,How to handle unset terminal variables in bash when stderr is not connected to a terminal using tput?,01KSHSNCYSZ3RQ555QEF1PNF4S,1,50,7.5,2.25,817.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,34,How does quoting affect pattern matching in a Bash case statement?,01KSHSND16GFQMW1QEH51E1Y28,1,50,7.375,6.625,914.4,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,35,inconsistent output of which command across different operating systems and recommended alternatives,01KSHSND013361FTXN7GHXNKWX,1,50,7.875,-2.9375,728.3,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,36,command substitution syntax shell scripting best practices,01KSHSND30V9XRM99EKA1XFVQY,1,50,7.875,6.75,1062.0,5,1,0.200000,0.386853
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,37,How does the Bourne find command with 2>&1 and >/dev/null redirection work?,01KSHSNCZ1109RS8387YG9A1FM,1,50,8.25,6.1875,930.8,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,38,"Bash aliases vs functions: differences in behavior, limitations, and example of replacing an alias with a function",01KSHSNCW876EV9G679ZTBEABB,1,50,8.375,6.5,832.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,39,What is the content of the SC2083.md section?,01KSHSND85B7WBD71QPWX99YRP,1,50,5.875,3.3125,155.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,40,how to convert filenames to lowercase using rename command in Linux,01KSHSNCYKX3NAEHHEYH9E0FFK,1,50,7.75,5.625,1211.7,4,1,0.250000,0.430677
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,41,How to add color to terminal scripts using ANSI codes,01KSHSND2XBGR79KE9MES6BGKH,1,50,8.0625,4.875,980.5,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,42,How can I avoid losing any history lines?,01KSHSNCWTSYN79T85P20X2VE6,1,50,7.75,4.625,1693.7,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,43,introduction to ANSI/VT100 terminal codes in bash scripting,01KSHSND2YVHM55A9K19SZXT5G,1,50,10.5625,3.1875,943.7,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,44,process substitution bugs and portability issues in bash and other shells,01KSHSND4ZG6ZXHS42S8C1W7HY,1,50,8.8125,6.875,821.5,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,45,How to enable the nullglob option using the shopt command in bash?,01KSHSND4EPVKKS4PCDPDTKR7B,1,50,11.0625,5.5625,773.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,46,how to remove leading zeros in posix shell,01KSHSNCZ9VNV59GGXQBJHHBPJ,1,50,8.625,5.4375,860.2,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,47,What is the content of SC3059.md?,01KSHSND5YNJZYGW26XF0PD0R0,1,50,7.75,3.3125,146.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,48,What is the content of SC2145.md?,01KSHSND7RW6EHB6V6W4HZ8ZM3,1,50,7.25,3.5625,159.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,49,obsolete Bash syntax &>FILE and $[EXPRESSION] replacement,01KSHSND34K1ZWPANCKFSS6B67,1,50,6.5,3.1875,1042.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,50,SC2187.md content,01KSHSND7FWQEXK2MX3XJ9416M,1,50,7.375,4.125,146.2,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,51,how to open a file for both reading and writing in bash redirection using file descriptors,01KSHSNCMP4PBK2AJB5CJCVT42,1,50,8.1875,7.0,996.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,52,security risks of using declare with array variables in shell scripting leading to arbitrary code execution,01KSHSNCYYZM60SYFKY30B86HS,1,50,6.25,3.4375,1263.3,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,53,What is SC2084?,01KSHSND85B7WBD71QPWX99YRH,1,50,5.3125,1.875,144.7,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,54,"Why does Bash allow function foo() { ... } but ksh does not, and how does the shebang line affect this?",01KSHSND7Y77DJF83KS6KVFKQE,1,50,8.875,6.0625,1114.3,2,1,0.500000,0.630930
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,55,What is the See Also section for the sh manpage?,01KSHSNCRQMTC1ESRA9QTXW1CJ,1,50,4.0625,-0.5,725.9,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,56,how to display file size in bash using wc -c command,01KSHSND2WWHA087V4Z1KBAEW7,1,50,6.9375,-5.375,816.8,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,57,How to redirect stderr to a pipe while keeping stdout in Bourne shell?,01KSHSNCYYZM60SYFKY30B86HB,1,50,9.0,6.9375,891.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,58,What is the content of SC2118.md?,01KSHSND7XV2EPM69M5B27W9HB,1,50,7.375,4.375,149.5,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,59,What is the content of SC2297.md?,01KSHSND6N5MGRV3JHMRAV4WG1,1,50,6.6875,3.9375,147.7,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,60,How to read all files into a Bash array using find with -print0 and null delimiter to handle filenames with newlines?,01KSHSNCYCAFVK2WG11EX2D4SV,1,50,8.5,5.875,1219.7,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,61,How to enable require-variable-braces in .shellcheckrc ShellCheck,01KSHSND70N24Z1J933N5FEANZ,1,50,8.5,5.4375,1049.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,62,How do I operate on IP addresses and netmasks in BASH?,01KSHSNCWTSYN79T85P20X2VEQ,1,50,8.6875,5.75,877.4,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,63,Bash select command example with variables and break statement,01KSHSND53W492KBD9TP73G49D,1,50,8.25,5.5,941.6,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,64,What is the reason the expansion will not see the mentioned assignment?,01KSHSND8126ETX6XM2SS4PPV9,1,50,8.5625,0.6875,734.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,65,how does bash locate and execute commands,01KSHSNCMR0E5G2B05PWZBE970,1,50,5.875,4.75,1018.2,4,1,0.250000,0.430677
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,66,What is the return status of the wait builtin command in shell?,01KSHSND4C73BCE1HVDC0FY8Q2,1,50,8.875,6.9375,868.3,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,67,Parsing and execution see also,01KSHSND4X7CAHNHNHB1CXSTRT,0,50,7.5,0.25,800.3,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,68,What is the structure of Template.md?,01KSHSND5VE9T469Y540VRAHM2,1,50,3.375,-4.6875,151.7,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,69,SC2238.md,01KSHSND73ZY0EGPVXB15RK929,1,50,8.25,4.1875,144.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,70,What is SC3039.md?,01KSHSND63RRRRAYH7ZG8XAQC2,1,50,8.1875,3.8125,144.2,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,71,What is the content of SC2281.md?,01KSHSND6S97ME65RGME3TR2EX,1,50,6.5,4.125,144.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,72,how to run a script in the current shell environment bash,01KSHSNCW876EV9G679ZTBEABD,1,50,5.6875,3.125,819.2,2,1,0.500000,0.630930
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,73,How does Bash perform variable expansion and substitution in command lines?,01KSHSND4ZG6ZXHS42S8C1W7J0,1,50,8.5,6.0625,1018.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,74,How can I get the newest (or oldest) file from a directory?,01KSHSND09JAAR298H1QFGWGPK,1,50,8.0625,6.0625,920.7,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,75,shebang multiple parameters macOS exception,01KSHSND82MWQMD3TDW998F895,1,50,7.75,2.3125,1022.4,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,76,Bash variable types and declare options,01KSHSNCVRPSSC1TA2NEPH0CXM,1,50,7.875,4.25,819.3,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,77,how to find intersection and subtract files using sort and uniq in Unix,01KSHSNCYR8D9YS18MSXBRHMXY,1,50,7.375,2.8125,1142.8,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,78,GNU Readline Library license terms,01KSHSNCK0NHQBVFH4MHFD9Q0R,1,50,7.6875,4.25,971.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,79,Bash 4 new shell options description,01KSHSND1YNR67T1RZHEJ8W7D9,1,50,7.6875,6.1875,1022.9,2,1,0.500000,0.630930
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,80,how to copy a file to a remote system with a filename containing spaces using scp or rsync,01KSHSNCWTSYN79T85P20X2VEM,1,50,7.1875,4.6875,762.1,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,81,how to print a horizontal line using printf and tr in bash,01KSHSND2TBN9QN7C69FJQBMGX,1,50,6.9375,5.4375,903.8,2,1,0.500000,0.630930
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,82,"Bash command substitution: differences between backticks and $(), nesting, parsing, and POSIX compliance",01KSHSND51CVJPFQYVZ54NF102,1,50,8.3125,6.25,980.3,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,83,Why don't brace expansions work as operands in [ ] in shell scripting and how to use a loop instead?,01KSHSND7C5TW48B51CVXFECD7,0,50,11.0625,9.125,917.4,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,84,What is the content of the SC2194.md file?,01KSHSND7E11QCWD5Q229HH0DQ,1,50,6.8125,4.0625,158.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,85,readline movement commands for navigating the shell,01KSHSNCED2D452QRAE3F3AF8K,1,50,6.625,5.3125,1090.1,3,1,0.333333,0.500000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,86,How do I invoke a shell command from a non-shell application?,01KSHSNCY946PNBNSVW71RNRWR,1,50,7.3125,-0.8125,1156.2,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,87,ShellCheck SC2290 exceptions,01KSHSND6QBQ1AEQ4RK8S13YJ9,0,50,6.8125,5.6875,1051.5,0,0,0.000000,0.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,88,What is the shebang line and how is it used in Unixoid operating systems to execute scripts?,01KSHSND46W1GXEAEXVHK1NPFP,1,50,8.1875,4.5,862.0,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,89,Bash -n instead of ! -z exceptions and variable quoting,01KSHSND742RHZ7F1N89H7XG66,1,50,8.5,5.25,1047.9,1,1,1.000000,1.000000
Q2_qwen3_2500c,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,2500,rpc,5,90,How does the shell use quotes to suppress interpretation of special syntax in patterns and regular expressions?,01KSHSND16GFQMW1QEH51E1Y24,1,50,9.0,6.25,947.7,1,1,1.000000,1.000000
